patientid	celltype	predicted_proportion	class	true_proportion	sample_size
CID44971	Myoepithelial cells	0.0456186906563518	s3 10000	0.0227648246741326	10000
CID44971	T cells	0.528144626346573	s3 10000	0.633926932256288	10000
CID44991	B cells	0.273045980829079	s3 10000	0.348899865289627	10000
CID44991	Cycling cells	0.226236254052743	s3 10000	0.0637629097440503	10000
CID44991	Endothelial cells	0.00992098516222759	s3 10000	0.0085316569375842	10000
CID44991	Epithelial cells	0.18158580159752	s3 10000	0.230803771890436	10000
CID44991	Mesenchymal cells	0.18731782895041	s3 10000	0.0889088459811405	10000
CID44991	Myeloid cells	0.0664750779446012	s3 10000	0.0538841490794791	10000
CID44991	Myoepithelial cells	0	s3 10000	0.0134710372698698	10000
CID44991	T cells	0.055418071463419	s3 10000	0.191737763807813	10000
CID4513	B cells	0	s3 10000	0.0103692463328275	10000
CID4513	Cycling cells	0.102562690327543	s3 10000	0.033889731917046	10000
CID4513	Endothelial cells	0.0243993026247657	s3 10000	0.0149215983813859	10000
CID4513	Epithelial cells	0	s3 10000	0.0551340414769853	10000
CID4513	Mesenchymal cells	0.0090816323422088	s3 10000	0.0270612038442084	10000
CID4513	Myeloid cells	0.623407090957396	s3 10000	0.563732928679818	10000
CID4513	Myoepithelial cells	0.0367526023902655	s3 10000	0.0141628730399595	10000
CID4513	T cells	0.203796681357821	s3 10000	0.280728376327769	10000
CID4515	B cells	0.161258853276437	s3 10000	0.234859675036928	10000
CID4515	Cycling cells	0.0469815008281429	s3 10000	0.0630231413096997	10000
CID4515	Endothelial cells	0.0477186417287465	s3 10000	0.0433284096504185	10000
CID4515	Epithelial cells	0.310443240166339	s3 10000	0.210733628754308	10000
CID4515	Mesenchymal cells	0.164723539079373	s3 10000	0.0590841949778434	10000
CID4515	Myeloid cells	0.129145542031586	s3 10000	0.182176267848351	10000
CID4515	Myoepithelial cells	0.0618596655570704	s3 10000	0.0482520925652388	10000
CID4515	T cells	0.0778690173323055	s3 10000	0.158542589857213	10000
CID4523	B cells	0	s3 10000	0.00535905680600214	10000
CID4523	Cycling cells	0.337765455029181	s3 10000	0.180064308681672	10000
CID4523	Endothelial cells	0.00239143689985603	s3 10000	0.00214362272240086	10000
CID4523	Epithelial cells	0.203342388758688	s3 10000	0.40085744908896	10000
CID4523	Mesenchymal cells	0.0590008866885549	s3 10000	0.0235798499464094	10000
CID4523	Myeloid cells	0.155755870371788	s3 10000	0.181136120042872	10000
CID4523	Myoepithelial cells	0.0849727570938827	s3 10000	0.0664523043944266	10000
CID4523	T cells	0.156771205158049	s3 10000	0.140407288317256	10000
GSM3099846	B cells	0.00011923326376122	s3 10000	0.00318572793883402	10000
GSM3099846	Cycling cells	0.00585825958855214	s3 10000	0.057024530105129	10000
GSM3099846	Endothelial cells	0	s3 10000	0.00541573749601784	10000
GSM3099846	Epithelial cells	0.745275417891153	s3 10000	0.559095253265371	10000
GSM3099846	Mesenchymal cells	0.0017263382517148	s3 10000	0.0385473080598917	10000
GSM3099846	Myeloid cells	0.0142788714853527	s3 10000	0.00446001911436763	10000
GSM3099846	Myoepithelial cells	0.228340175411278	s3 10000	0.27524689391526	10000
GSM3099846	T cells	0.00440170410818839	s3 10000	0.057024530105129	10000
GSM3099847	B cells	4.84249778898e-06	s3 10000	0.00320284697508897	10000
GSM3099847	Cycling cells	0.00382759481082103	s3 10000	0.0754448398576512	10000
GSM3099847	Endothelial cells	0	s3 10000	0.00569395017793594	10000
GSM3099847	Epithelial cells	0.220314810043918	s3 10000	0.318149466192171	10000
GSM3099847	Mesenchymal cells	0	s3 10000	0.0722419928825623	10000
GSM3099847	Myeloid cells	0.0003819154159361	s3 10000	0	10000
GSM3099847	Myoepithelial cells	0.775399120975218	s3 10000	0.474021352313167	10000
GSM3099847	T cells	7.171625631791e-05	s3 10000	0.0512455516014235	10000
GSM3099848	B cells	0	s3 10000	0.00318877551020408	10000
GSM3099848	Cycling cells	0.0274585585482556	s3 10000	0.0985331632653061	10000
GSM3099848	Endothelial cells	0	s3 10000	0.00478316326530612	10000
GSM3099848	Epithelial cells	0.203915943205448	s3 10000	0.374362244897959	10000
GSM3099848	Mesenchymal cells	7.074773686408e-05	s3 10000	0.0411352040816327	10000
GSM3099848	Myeloid cells	0.00040645024490153	s3 10000	0	10000
GSM3099848	Myoepithelial cells	0.768148300264531	s3 10000	0.429209183673469	10000
GSM3099848	T cells	0	s3 10000	0.0487882653061225	10000
GSM3099849	B cells	0	s3 10000	0.00262209111766634	10000
GSM3099849	Cycling cells	0.0269174315898575	s3 10000	0.141920681743691	10000
GSM3099849	Endothelial cells	0	s3 10000	0.000655522779416585	10000
GSM3099849	Epithelial cells	0.696844000631952	s3 10000	0.651589642740085	10000
GSM3099849	Mesenchymal cells	0.00039672536889934	s3 10000	0.0111438872500819	10000
GSM3099849	Myeloid cells	0.00074119683928975	s3 10000	0	10000
GSM3099849	Myoepithelial cells	0.275100645570001	s3 10000	0.143231727302524	10000
GSM3099849	T cells	0	s3 10000	0.0488364470665356	10000
GSM5022599	B cells	0.00118599897430687	s3 10000	0.00733024691358025	10000
GSM5022599	Cycling cells	0.0531615181803989	s3 10000	0.0821759259259259	10000
GSM5022599	Endothelial cells	0.154695392222272	s3 10000	0.14429012345679	10000
GSM5022599	Epithelial cells	0.651029674449011	s3 10000	0.448302469135802	10000
GSM5022599	Mesenchymal cells	0.0771440491212533	s3 10000	0.121913580246914	10000
GSM5022599	Myeloid cells	0.00909915945249393	s3 10000	0.0354938271604938	10000
GSM5022599	Myoepithelial cells	0.0336266636195342	s3 10000	0.0435956790123457	10000
GSM5022599	T cells	0.0200575439807303	s3 10000	0.116898148148148	10000
GSM5022600	B cells	0.00029624584762517	s3 10000	0.00275862068965517	10000
GSM5022600	Cycling cells	0.00248158112524908	s3 10000	0.0468965517241379	10000
GSM5022600	Endothelial cells	0.0551272627100987	s3 10000	0.056551724137931	10000
GSM5022600	Epithelial cells	0.767641837111134	s3 10000	0.446896551724138	10000
GSM5022600	Mesenchymal cells	0.0738647447254632	s3 10000	0.0744827586206896	10000
GSM5022600	Myeloid cells	0.0178593174976133	s3 10000	0.0386206896551724	10000
GSM5022600	Myoepithelial cells	0.0125815049630989	s3 10000	0.0262068965517241	10000
GSM5022600	T cells	0.0701475060197179	s3 10000	0.307586206896552	10000
GSM5022601	B cells	0.0299702359322166	s3 10000	0.00623538581449727	10000
GSM5022601	Cycling cells	0.00047634510473606	s3 10000	0.0557287607170694	10000
GSM5022601	Endothelial cells	0.330070006918055	s3 10000	0.192127825409197	10000
GSM5022601	Epithelial cells	0.473347359617094	s3 10000	0.313328137178488	10000
GSM5022601	Mesenchymal cells	0.11596420788704	s3 10000	0.219797349961029	10000
GSM5022601	Myeloid cells	0.00528887232284332	s3 10000	0.0409197194076384	10000
GSM5022601	Myoepithelial cells	0.0103621414718981	s3 10000	0.0572876071706937	10000
GSM5022601	T cells	0.0345208307461167	s3 10000	0.114575214341387	10000
GSM5022602	B cells	0.0199160472093514	s3 10000	0.00381194409148666	10000
GSM5022602	Cycling cells	0.00207728297503246	s3 10000	0.0883100381194409	10000
GSM5022602	Endothelial cells	0.167499437524179	s3 10000	0.10292249047014	10000
GSM5022602	Epithelial cells	0.686350173928244	s3 10000	0.464421855146125	10000
GSM5022602	Mesenchymal cells	0.113796722223625	s3 10000	0.16010165184244	10000
GSM5022602	Myeloid cells	0.00243724861084032	s3 10000	0.0514612452350699	10000
GSM5022602	Myoepithelial cells	0	s3 10000	0.0489199491740788	10000
GSM5022602	T cells	0.00792308752872771	s3 10000	0.0800508259212198	10000
GSM5022603	B cells	0.0139800641683012	s3 10000	0.00763052208835341	10000
GSM5022603	Cycling cells	0.0972438733819622	s3 10000	0.0658634538152611	10000
GSM5022603	Endothelial cells	0.267872807255258	s3 10000	0.142971887550201	10000
GSM5022603	Epithelial cells	0.413068812268675	s3 10000	0.368273092369478	10000
GSM5022603	Mesenchymal cells	0.184067287583616	s3 10000	0.250602409638554	10000
GSM5022603	Myeloid cells	0.0193618082608528	s3 10000	0.0726907630522088	10000
GSM5022603	Myoepithelial cells	0.0044053470813351	s3 10000	0.0449799196787149	10000
GSM5022603	T cells	0	s3 10000	0.0469879518072289	10000
TSMammary	B cells	0.10932319096627	s3 10000	0.0136927685066324	10000
TSMammary	Cycling cells	0	s3 10000	0.0293110825845101	10000
TSMammary	Endothelial cells	0.00240508702455293	s3 10000	0.0449293966623877	10000
TSMammary	Epithelial cells	0.401524756979948	s3 10000	0.201112537441164	10000
TSMammary	Mesenchymal cells	0.0995137650911466	s3 10000	0.247111681643132	10000
TSMammary	Myeloid cells	0	s3 10000	0.0222507488232777	10000
TSMammary	Myoepithelial cells	0.318270686143873	s3 10000	0.0919982884039367	10000
TSMammary	T cells	0.0689625137942095	s3 10000	0.349593495934959	10000
sc5rJUQ026	B cells	0.0640103329827463	s3 10000	0.074247491638796	10000
sc5rJUQ026	Cycling cells	0.034473303265851	s3 10000	0.0247491638795987	10000
sc5rJUQ026	Endothelial cells	0.00618617221743333	s3 10000	0.0100334448160535	10000
sc5rJUQ026	Epithelial cells	0.00893247536903531	s3 10000	0.0575250836120401	10000
sc5rJUQ026	Mesenchymal cells	0.208529560041653	s3 10000	0.0909698996655518	10000
sc5rJUQ026	Myeloid cells	0.0361652041501232	s3 10000	0.0274247491638796	10000
sc5rJUQ026	Myoepithelial cells	0	s3 10000	0.0240802675585284	10000
sc5rJUQ026	T cells	0.641702951973158	s3 10000	0.690969899665552	10000
sc5rJUQ033	B cells	0.131676811100531	s3 10000	0.112177121771218	10000
sc5rJUQ033	Cycling cells	0.108702817659249	s3 10000	0.0420664206642066	10000
sc5rJUQ033	Endothelial cells	0.00186020849397186	s3 10000	0.00738007380073801	10000
sc5rJUQ033	Epithelial cells	0	s3 10000	0.0321033210332103	10000
sc5rJUQ033	Mesenchymal cells	0.0455991177132853	s3 10000	0.00922509225092251	10000
sc5rJUQ033	Myeloid cells	0.223595280264335	s3 10000	0.149815498154982	10000
sc5rJUQ033	Myoepithelial cells	0.0121874256439472	s3 10000	0.0014760147601476	10000
sc5rJUQ033	T cells	0.476378339124682	s3 10000	0.645756457564576	10000
sc5rJUQ039	B cells	0.0458049139015104	s3 10000	0.248399487836108	10000
sc5rJUQ039	Cycling cells	0	s3 10000	0.00256081946222791	10000
sc5rJUQ039	Endothelial cells	0.102654669598524	s3 10000	0.0454545454545455	10000
sc5rJUQ039	Epithelial cells	0.0211474096135573	s3 10000	0.0473751600512164	10000
sc5rJUQ039	Mesenchymal cells	0.0703649747570251	s3 10000	0.0371318822023047	10000
sc5rJUQ039	Myeloid cells	0.0328216379931872	s3 10000	0.0256081946222791	10000
sc5rJUQ039	Myoepithelial cells	0.0255713494865119	s3 10000	0.0492957746478873	10000
sc5rJUQ039	T cells	0.701635044649684	s3 10000	0.544174135723432	10000
sc5rJUQ042	B cells	0.00796838140346386	s3 10000	0.110743801652893	10000
sc5rJUQ042	Cycling cells	0	s3 10000	0.00537190082644628	10000
sc5rJUQ042	Endothelial cells	0.13191092867417	s3 10000	0.0665289256198347	10000
sc5rJUQ042	Epithelial cells	0.0634849043673092	s3 10000	0.0677685950413223	10000
sc5rJUQ042	Mesenchymal cells	0.230382014487725	s3 10000	0.133057851239669	10000
sc5rJUQ042	Myeloid cells	0.0269588216543395	s3 10000	0.0305785123966942	10000
sc5rJUQ042	Myoepithelial cells	0	s3 10000	0.0388429752066116	10000
sc5rJUQ042	T cells	0.539294949412993	s3 10000	0.547107438016529	10000
sc5rJUQ043	B cells	0.00169739955375848	s3 10000	0.0645161290322581	10000
sc5rJUQ043	Cycling cells	0.00832240464631218	s3 10000	0.0161290322580645	10000
sc5rJUQ043	Endothelial cells	0.178331037310727	s3 10000	0.129032258064516	10000
sc5rJUQ043	Epithelial cells	0.00972872801291123	s3 10000	0.0645161290322581	10000
sc5rJUQ043	Mesenchymal cells	0.268986264680866	s3 10000	0.0806451612903226	10000
sc5rJUQ043	Myeloid cells	0.00330038669427303	s3 10000	0	10000
sc5rJUQ043	Myoepithelial cells	0.0293008739242926	s3 10000	0.209677419354839	10000
sc5rJUQ043	T cells	0.50033290517686	s3 10000	0.435483870967742	10000
sc5rJUQ045	B cells	0	s3 10000	0.00788643533123028	10000
sc5rJUQ045	Cycling cells	0.24852080597006	s3 10000	0.116719242902208	10000
sc5rJUQ045	Endothelial cells	0.0947203952920971	s3 10000	0.0299684542586751	10000
sc5rJUQ045	Epithelial cells	0.00831025470013712	s3 10000	0.402208201892744	10000
sc5rJUQ045	Mesenchymal cells	0.152374346663824	s3 10000	0.102523659305994	10000
sc5rJUQ045	Myeloid cells	0.197862632695948	s3 10000	0.0851735015772871	10000
sc5rJUQ045	Myoepithelial cells	0.144022524948285	s3 10000	0.121451104100946	10000
sc5rJUQ045	T cells	0.154189039729649	s3 10000	0.134069400630915	10000
sc5rJUQ046	B cells	0.0633289842959096	s3 10000	0.0568513119533528	10000
sc5rJUQ046	Cycling cells	0.0844696173776849	s3 10000	0.0364431486880466	10000
sc5rJUQ046	Endothelial cells	0.127694279861682	s3 10000	0.0903790087463557	10000
sc5rJUQ046	Epithelial cells	0	s3 10000	0.131195335276968	10000
sc5rJUQ046	Mesenchymal cells	0.062783678005383	s3 10000	0.0262390670553936	10000
sc5rJUQ046	Myeloid cells	0.0603126992951821	s3 10000	0.0568513119533528	10000
sc5rJUQ046	Myoepithelial cells	0.0653497682281873	s3 10000	0.0495626822157434	10000
sc5rJUQ046	T cells	0.536060972935971	s3 10000	0.552478134110787	10000
sc5rJUQ050	B cells	0.0202440729293747	s3 10000	0.0317195325542571	10000
sc5rJUQ050	Cycling cells	0.0120777942115987	s3 10000	0.010016694490818	10000
sc5rJUQ050	Endothelial cells	0.0143586925978068	s3 10000	0.0125208681135225	10000
sc5rJUQ050	Epithelial cells	0.00642229297811293	s3 10000	0.0651085141903172	10000
sc5rJUQ050	Mesenchymal cells	0.756846903131521	s3 10000	0.526711185308848	10000
sc5rJUQ050	Myeloid cells	0.0895825021567573	s3 10000	0.110183639398998	10000
sc5rJUQ050	Myoepithelial cells	0	s3 10000	0.0667779632721202	10000
sc5rJUQ050	T cells	0.100467741994828	s3 10000	0.176961602671119	10000
sc5rJUQ051	B cells	0.00075774471495235	s3 10000	0.0469565217391304	10000
sc5rJUQ051	Cycling cells	0.0145174269875774	s3 10000	0.00347826086956522	10000
sc5rJUQ051	Endothelial cells	0.0178887353739888	s3 10000	0.0208695652173913	10000
sc5rJUQ051	Epithelial cells	8.632315252819e-05	s3 10000	0.00521739130434783	10000
sc5rJUQ051	Mesenchymal cells	0.00119906019149135	s3 10000	0.00347826086956522	10000
sc5rJUQ051	Myeloid cells	0.307997754336701	s3 10000	0.293913043478261	10000
sc5rJUQ051	Myoepithelial cells	0.05496098080008	s3 10000	0.0104347826086957	10000
sc5rJUQ051	T cells	0.602591974442681	s3 10000	0.615652173913044	10000
sc5rJUQ053	B cells	0.135537154556106	s3 10000	0.0988750740082889	10000
sc5rJUQ053	Cycling cells	0.0488558400946031	s3 10000	0.0432208407341622	10000
sc5rJUQ053	Endothelial cells	0.0117835287475621	s3 10000	0.0136175251628182	10000
sc5rJUQ053	Epithelial cells	0.0397794169272375	s3 10000	0.124925991711072	10000
sc5rJUQ053	Mesenchymal cells	0.119815643367428	s3 10000	0.0509177027827117	10000
sc5rJUQ053	Myeloid cells	0.0992297088930501	s3 10000	0.0674955595026643	10000
sc5rJUQ053	Myoepithelial cells	0.0256222629949659	s3 10000	0.0532859680284192	10000
sc5rJUQ053	T cells	0.519376444419047	s3 10000	0.547661338069864	10000
sc5rJUQ058	B cells	0.00100493674812494	s3 10000	0.028169014084507	10000
sc5rJUQ058	Cycling cells	0.0317974605422831	s3 10000	0.0140845070422535	10000
sc5rJUQ058	Endothelial cells	0.0040522723500581	s3 10000	0.0140845070422535	10000
sc5rJUQ058	Epithelial cells	0.00187789100051419	s3 10000	0.0328638497652582	10000
sc5rJUQ058	Mesenchymal cells	0.00805173393988132	s3 10000	0.0140845070422535	10000
sc5rJUQ058	Myeloid cells	0.246125439753989	s3 10000	0.234741784037559	10000
sc5rJUQ058	Myoepithelial cells	0.0499236868655536	s3 10000	0.00469483568075117	10000
sc5rJUQ058	T cells	0.657166578799596	s3 10000	0.657276995305164	10000
sc5rJUQ060	B cells	0.0933776298914329	s3 10000	0.165413533834586	10000
sc5rJUQ060	Cycling cells	0.0277553258182852	s3 10000	0.00636205899363794	10000
sc5rJUQ060	Endothelial cells	0.0114913630432249	s3 10000	0.00462695199537305	10000
sc5rJUQ060	Epithelial cells	0	s3 10000	0.0075187969924812	10000
sc5rJUQ060	Mesenchymal cells	0.0105510380248143	s3 10000	0.00462695199537305	10000
sc5rJUQ060	Myeloid cells	0.0150059828550143	s3 10000	0.0161943319838057	10000
sc5rJUQ060	Myoepithelial cells	0.0163646564933899	s3 10000	0.00347021399652979	10000
sc5rJUQ060	T cells	0.825454003873839	s3 10000	0.791787160208213	10000
sc5rJUQ064	B cells	0	s3 10000	0.00478011472275335	10000
sc5rJUQ064	Cycling cells	0.0498278104859719	s3 10000	0.0994263862332696	10000
sc5rJUQ064	Endothelial cells	0.194789346683171	s3 10000	0.0497131931166348	10000
sc5rJUQ064	Epithelial cells	0.274668993637711	s3 10000	0.65774378585086	10000
sc5rJUQ064	Mesenchymal cells	0.2869293776492	s3 10000	0.0525812619502868	10000
sc5rJUQ064	Myeloid cells	0.158558598032681	s3 10000	0.0382409177820268	10000
sc5rJUQ064	Myoepithelial cells	0	s3 10000	0.0277246653919694	10000
sc5rJUQ064	T cells	0.0352258735112652	s3 10000	0.0697896749521989	10000
scrJUQ059	B cells	0.0644538585969167	s3 10000	0.0400866738894908	10000
scrJUQ059	Cycling cells	0.181310953585056	s3 10000	0.0650054171180932	10000
scrJUQ059	Endothelial cells	0.00722612452834648	s3 10000	0.00433369447453955	10000
scrJUQ059	Epithelial cells	0	s3 10000	0.0465872156013001	10000
scrJUQ059	Mesenchymal cells	0.00065721117120178	s3 10000	0.00325027085590466	10000
scrJUQ059	Myeloid cells	0.186254734559086	s3 10000	0.275189599133261	10000
scrJUQ059	Myoepithelial cells	0.00595233959567654	s3 10000	0.00433369447453955	10000
scrJUQ059	T cells	0.554144777963716	s3 10000	0.561213434452871	10000
scrJUQ068	B cells	0.0670875240007501	s3 10000	0.043026706231454	10000
scrJUQ068	Cycling cells	0.0448626644475735	s3 10000	0.0526706231454006	10000
scrJUQ068	Endothelial cells	0	s3 10000	0.00519287833827893	10000
scrJUQ068	Epithelial cells	0.349038295562623	s3 10000	0.324183976261128	10000
scrJUQ068	Mesenchymal cells	0.0344738678870001	s3 10000	0.0111275964391691	10000
scrJUQ068	Myeloid cells	0.196398751068812	s3 10000	0.175816023738872	10000
scrJUQ068	Myoepithelial cells	0.140685104559534	s3 10000	0.102373887240356	10000
scrJUQ068	T cells	0.167453792473707	s3 10000	0.285608308605341	10000
scrJUQ070	B cells	0.0027365429858123	s3 10000	0.0223463687150838	10000
scrJUQ070	Cycling cells	0.00937886963787576	s3 10000	0.0502793296089386	10000
scrJUQ070	Endothelial cells	0.132910710807895	s3 10000	0.0893854748603352	10000
scrJUQ070	Epithelial cells	0.407964845330691	s3 10000	0.312849162011173	10000
scrJUQ070	Mesenchymal cells	0.122668529819009	s3 10000	0.0279329608938548	10000
scrJUQ070	Myeloid cells	0.0217494032679186	s3 10000	0.0223463687150838	10000
scrJUQ070	Myoepithelial cells	0.0799230291149041	s3 10000	0.128491620111732	10000
scrJUQ070	T cells	0.222668069035894	s3 10000	0.346368715083799	10000
scrJUQ072	B cells	0.0593612592460456	s3 10000	0.128440366972477	10000
scrJUQ072	Cycling cells	0	s3 10000	0.036697247706422	10000
scrJUQ072	Endothelial cells	0.0250222502259648	s3 10000	0.036697247706422	10000
scrJUQ072	Epithelial cells	0.0563258816460664	s3 10000	0.073394495412844	10000
scrJUQ072	Mesenchymal cells	0.370972281818156	s3 10000	0.128440366972477	10000
scrJUQ072	Myeloid cells	0.0780728625095442	s3 10000	0.100917431192661	10000
scrJUQ072	Myoepithelial cells	0.0274283022034882	s3 10000	0.0458715596330275	10000
scrJUQ072	T cells	0.382817162350735	s3 10000	0.44954128440367	10000
CID3946	B cells	0.0112317554143014	s1 15000	0.00769230769230769	15000
CID3946	Cycling cells	0	s1 15000	0	15000
CID3946	Endothelial cells	0.121442987261913	s1 15000	0.0769230769230769	15000
CID3946	Epithelial cells	0.00413430707938252	s1 15000	0	15000
CID3946	Mesenchymal cells	0.411404231143768	s1 15000	0.323076923076923	15000
CID3946	Myeloid cells	0.106315540175722	s1 15000	0.146153846153846	15000
CID3946	Myoepithelial cells	0.00722201851364634	s1 15000	0.315384615384615	15000
CID3946	T cells	0.338249160411266	s1 15000	0.130769230769231	15000
CID44041	B cells	0.012220515462442	s1 15000	0.0860805860805861	15000
CID44041	Cycling cells	0.0520166612303623	s1 15000	0	15000
CID44041	Endothelial cells	0.0751344264008045	s1 15000	0.0683760683760684	15000
CID44041	Epithelial cells	0.0737188309052367	s1 15000	0.0598290598290598	15000
CID44041	Mesenchymal cells	0.401386778283399	s1 15000	0.32967032967033	15000
CID44041	Myeloid cells	0.0924462437805208	s1 15000	0.0457875457875458	15000
CID44041	Myoepithelial cells	0.0223975885129446	s1 15000	0.0555555555555556	15000
CID44041	T cells	0.270678955424291	s1 15000	0.354700854700855	15000
CID4465	B cells	0.640912921369085	s1 15000	0.141210374639769	15000
CID4465	Cycling cells	0.0765594436499415	s1 15000	0.141210374639769	15000
CID4465	Endothelial cells	0.0739583402129661	s1 15000	0.201729106628242	15000
CID4465	Epithelial cells	0.0377245588396253	s1 15000	0.109510086455331	15000
CID4465	Mesenchymal cells	0.127102022632917	s1 15000	0.195965417867435	15000
CID4465	Myeloid cells	0.0383490921011862	s1 15000	0.14985590778098	15000
CID4465	Myoepithelial cells	0.0017413124608153	s1 15000	0.0489913544668588	15000
CID4465	T cells	0.00365230873346381	s1 15000	0.0115273775216138	15000
CID4495	B cells	0.0889717207135473	s1 15000	0.193636746734092	15000
CID4495	Cycling cells	0.114340145673119	s1 15000	0.0497260851243152	15000
CID4495	Endothelial cells	0.013606760156098	s1 15000	0.0126422250316056	15000
CID4495	Epithelial cells	0	s1 15000	0.122840286557101	15000
CID4495	Mesenchymal cells	0.0308295741831014	s1 15000	0.0200168563000421	15000
CID4495	Myeloid cells	0.185732212190291	s1 15000	0.0861778339654446	15000
CID4495	Myoepithelial cells	0.00846005756924926	s1 15000	0.0200168563000421	15000
CID4495	T cells	0.558059529514594	s1 15000	0.494943109987358	15000
CID44971	B cells	0.00673144728982973	s1 15000	0.0684418145956608	15000
CID44971	Cycling cells	0.0739905466670827	s1 15000	0.0307692307692308	15000
CID44971	Endothelial cells	0.0189061941438503	s1 15000	0.0238658777120316	15000
CID44971	Epithelial cells	0.0373282403925978	s1 15000	0.073767258382643	15000
CID44971	Mesenchymal cells	0.111140672782629	s1 15000	0.0816568047337278	15000
CID44971	Myeloid cells	0.0976079189561293	s1 15000	0.0700197238658777	15000
CID44971	Myoepithelial cells	0.0311200514445277	s1 15000	0.0214990138067061	15000
CID44971	T cells	0.623174928323354	s1 15000	0.629980276134122	15000
CID44991	B cells	0.281276420717314	s1 15000	0.346870520783564	15000
CID44991	Cycling cells	0.161955949048025	s1 15000	0.0602006688963211	15000
CID44991	Endothelial cells	0.0157596156390817	s1 15000	0.00955566172957477	15000
CID44991	Epithelial cells	0.144593371292035	s1 15000	0.228380315336837	15000
CID44991	Mesenchymal cells	0.144635540671189	s1 15000	0.0874343048256092	15000
CID44991	Myeloid cells	0.084393903901095	s1 15000	0.0573339703774486	15000
CID44991	Myoepithelial cells	0	s1 15000	0.0148112756808409	15000
CID44991	T cells	0.167385198731259	s1 15000	0.195413282369804	15000
CID4513	B cells	0	s1 15000	0.00910093767236624	15000
CID4513	Cycling cells	0.0743929211576086	s1 15000	0.034473248758963	15000
CID4513	Endothelial cells	0.0172911186640581	s1 15000	0.0157198014340871	15000
CID4513	Epithelial cells	0	s1 15000	0.0551571980143409	15000
CID4513	Mesenchymal cells	0.0102866760433878	s1 15000	0.0259238830667402	15000
CID4513	Myeloid cells	0.590419534476801	s1 15000	0.55819084390513	15000
CID4513	Myoepithelial cells	0.0275258120258964	s1 15000	0.014892443463872	15000
CID4513	T cells	0.280083937632248	s1 15000	0.286541643684501	15000
CID4515	B cells	0.167833820350457	s1 15000	0.231296101159115	15000
CID4515	Cycling cells	0.0248066145443844	s1 15000	0.0616438356164384	15000
CID4515	Endothelial cells	0.0389481063263857	s1 15000	0.0421496311907271	15000
CID4515	Epithelial cells	0.295319743595185	s1 15000	0.209167544783983	15000
CID4515	Mesenchymal cells	0.133737252452841	s1 15000	0.0579557428872497	15000
CID4515	Myeloid cells	0.151754894896106	s1 15000	0.182297154899895	15000
CID4515	Myoepithelial cells	0.0588509051656075	s1 15000	0.0516332982086407	15000
CID4515	T cells	0.128748662669033	s1 15000	0.163856691253952	15000
CID4523	B cells	0	s1 15000	0.00563063063063063	15000
CID4523	Cycling cells	0.233784388699492	s1 15000	0.167792792792793	15000
CID4523	Endothelial cells	0	s1 15000	0.00225225225225225	15000
CID4523	Epithelial cells	0.193310751532147	s1 15000	0.385135135135135	15000
CID4523	Mesenchymal cells	0.0718294307983453	s1 15000	0.0292792792792793	15000
CID4523	Myeloid cells	0.14787539547977	s1 15000	0.191441441441441	15000
CID4523	Myoepithelial cells	0.0750517018089045	s1 15000	0.070945945945946	15000
CID4523	T cells	0.278148331681342	s1 15000	0.147522522522523	15000
GSM3099846	B cells	0.00028653036156596	s1 15000	0.00336700336700337	15000
GSM3099846	Cycling cells	0	s1 15000	0.0562289562289562	15000
GSM3099846	Endothelial cells	0	s1 15000	0.00404040404040404	15000
GSM3099846	Epithelial cells	0.764381806945434	s1 15000	0.558922558922559	15000
GSM3099846	Mesenchymal cells	0.00245336339538676	s1 15000	0.0387205387205387	15000
GSM3099846	Myeloid cells	0.0212309855008608	s1 15000	0.00437710437710438	15000
GSM3099846	Myoepithelial cells	0.20560240745348	s1 15000	0.277441077441077	15000
GSM3099846	T cells	0.00604490634327302	s1 15000	0.0569023569023569	15000
GSM3099847	B cells	4.40858700237e-06	s1 15000	0.00303605313092979	15000
GSM3099847	Cycling cells	0.00305435318671359	s1 15000	0.0751423149905123	15000
GSM3099847	Endothelial cells	0	s1 15000	0.00683111954459203	15000
GSM3099847	Epithelial cells	0.241940480568923	s1 15000	0.323719165085389	15000
GSM3099847	Mesenchymal cells	9.909736739097e-05	s1 15000	0.076280834914611	15000
GSM3099847	Myeloid cells	0.00178956046660041	s1 15000	0	15000
GSM3099847	Myoepithelial cells	0.752553553059619	s1 15000	0.467552182163188	15000
GSM3099847	T cells	0.00055854676375063	s1 15000	0.047438330170778	15000
GSM3099848	B cells	3.367331108962e-05	s1 15000	0.00272386789240722	15000
GSM3099848	Cycling cells	0.0548373855262915	s1 15000	0.102826012938373	15000
GSM3099848	Endothelial cells	0	s1 15000	0.00340483486550902	15000
GSM3099848	Epithelial cells	0.235491860984441	s1 15000	0.377596186584951	15000
GSM3099848	Mesenchymal cells	0.00106904836398082	s1 15000	0.038474633980252	15000
GSM3099848	Myeloid cells	0.00338795274929201	s1 15000	0	15000
GSM3099848	Myoepithelial cells	0.704009789529551	s1 15000	0.42628532516173	15000
GSM3099848	T cells	0.00117028953535382	s1 15000	0.048689138576779	15000
GSM3099849	B cells	0	s1 15000	0.0024866785079929	15000
GSM3099849	Cycling cells	0.0283174158639501	s1 15000	0.141740674955595	15000
GSM3099849	Endothelial cells	0	s1 15000	0.000710479573712256	15000
GSM3099849	Epithelial cells	0.746235952986328	s1 15000	0.649023090586146	15000
